ID,WEIGHT
AAL,-0.017750792555935067
AAPL,0.012518014145445464
ABBV,0.015018688208816335
ABNB,-0.019471239756906074
ABT,-0.021127443578383337
ACGL,0.012632539093076533
ACI,-0.01875350007051086
ACN,-0.003627600232516304
ADBE,0.016790652404246507
ADI,-0.003974591242335693
ADM,0.018755122949394486
ADP,0.011274832234171958
AEE,-0.010778898645367782
AEP,0.010768566743639314
AER,0.013007785282856359
AES,-0.0035783993970594625
AFL,0.001654398932977434
AGR,0.00779103803491026
AIG,-0.0026135099588069245
AJG,0.010856293891807985
ALC,0.009338289862008155
ALL,-0.005563281551907662
ALLY,-0.003421310870433902
AMAT,-0.0019867091380960425
AMD,0.009959057834430744
AMGN,0.0053531942685744105
AMP,0.018833740701148374
AMT,0.014511002298435199
AMZN,-0.004194682647892479
AON,0.019437473058162978
APD,-0.0185213934332421
APH,0.002358274358870095
APO,-0.0007682457626535248
ASML,0.00032898139439925544
AVGO,0.013786448028076683
AXP,-0.004348234857604565
AZO,-0.017317402657481443
BA,-0.013399774491057377
BAC,0.0029327421779353695
BAX,-0.021121368136966922
BBY,-0.009001750476882203
BCE,-0.0014184014846448094
BDX,-0.010219544929199544
BHF,0.004439113469746415
BIIB,-0.01629516060808245
BK,0.012862266479388287
BKNG,0.009425205510657937
BKR,0.0011399870570519513
BMO,-0.020936456346011947
BMY,0.007476935798443494
BN,0.008313299394496983
BNS,0.003717942497975646
BSX,0.005313269435753812
BX,0.006791547173931258
C,0.015699211128825444
CAH,0.005868574117355411
CARR,0.003935373135256999
CAT,0.005846449587766932
CB,0.0024616242113270985
CBRE,-0.0009815989735883549
CCEP,-0.012510019917622402
CCI,0.019178312390237356
CDW,0.011901308829355996
CEG,0.012265351941041733
CFG,0.010840538445551067
CHTR,0.019503202671573235
CI,0.01505892882657443
CL,-0.012425700204498666
CM,0.010170564312094153
CME,0.021931457232134032
CMI,-0.0024826642994182804
CNC,-0.012294606531858107
CNH,-0.010053737071625367
CNI,-0.008772090001834695
CNP,-0.01259518781138915
CNQ,0.00792264430537449
COF,-0.011536695247843905
COP,0.000984200277631728
COR,0.020417464659660524
COST,-0.005214516998767263
CP,0.014496720852280938
CRH,0.01481600786918991
CRM,0.01636464643101122
CSCO,-0.018445040431668835
CSX,0.015740177728827645
CTSH,0.0006458359129853506
CTVA,0.015512513213854193
CVE,0.014389039444803846
CVS,-0.005651951508551838
CVX,0.019013155350778594
D,-0.018425567017191485
DAL,-0.017820382022629748
DB,0.000999709207024735
DD,-0.015026776332389436
DE,0.011112794094035436
DELL,0.021185303701373597
DFS,0.01974279261017123
DG,0.009545781001586831
DHI,0.019724775458108263
DHR,-0.011312330681579923
DIS,-0.0026288549882444315
DLR,-0.00862884620531
DLTR,0.010476117640525492
DOW,-0.009245947928430417
DTE,-0.0016567038801375221
DUK,0.018261765683283804
DVN,0.016254931931255778
ECL,-0.014048754118297105
ED,0.018578735681143713
EG,0.017810351575455963
EIX,-0.004782667585081912
EL,0.021593471873835444
ELV,-0.0016281890512645524
EMR,0.01471182428231337
ENB,0.02098848483188963
EOG,0.007511438402512833
EPD,0.004107373829879825
EQH,0.011009167131060683
EQIX,0.014609786044387714
ES,0.00934001281767668
ET,0.013305125360094924
ETN,0.01195392484096951
ETR,-0.011578254654956812
EXC,0.021936834009627513
F,0.009875831060691178
FANG,-0.008629090928408214
FCX,0.0065505037228027
FDX,0.010507106246689959
FE,-0.006056787261938139
FERN,0.013233931079340377
FI,0.0008055055101274047
FIS,0.019279766638791596
FITB,0.0058421822910675845
FNF,0.008750780006323457
FNRC,0.004894661794715233
FRCB,0.016189909135145206
FTS,0.012878138393432648
GD,-0.011649483286724719
GE,0.01751353450845678
GILD,0.006342507653274073
GIS,0.010652284332393762
GLW,-0.015606175339510206
GM,0.014261832070559664
GOLD,-0.005406213535217494
GOOG,0.0033627292962557036
GPC,0.020474286516575887
GPN,-0.012686424395405894
GS,-0.019914765935513258
HAL,0.013737600489573617
HBAN,0.002969647082521632
HCA,0.019893098646644427
HD,0.007471967601976374
HES,0.012939978943851783
HIG,0.009890718918816658
HON,-0.01918726474134899
HPE,0.01656909679144012
HPQ,0.01548897850500116
HSY,0.021476260897439335
HUM,0.0003302794924653568
IBKR,0.01654220213547414
IBM,0.020591000017601613
ICE,-0.021127316334366215
IFF,0.020166989867228046
IMO,0.017299122163389937
INTC,-0.007453497529855863
INTU,0.021977166788217165
IQV,0.0012564940689848694
ISRG,0.007971199014615725
ITW,0.007580384196337764
JCI,-0.006649246734442803
JNJ,0.0015622573959940356
JPM,-0.020352545610678178
JXN,0.00793686649999204
K,-0.014395640985092583
KDP,-0.019014856052940263
KEY,-0.002898791160660415
KHC,0.020017783443421866
KKR,-0.015264720613869808
KLAC,0.02224755017913919
KMB,-0.015106242771272461
KMI,0.002187961710211567
KMX,0.015344275678037245
KO,-0.010855069947396231
KR,0.01628349956152867
L,0.015538312862721858
LEN,0.009107883400677984
LHX,0.0027722168185008657
LLY,0.006247689595408067
LMT,-0.011820226023600187
LNC,-0.01655479739640049
LNG,-0.004931369657192539
LOW,0.0016645144218172267
LRCX,-0.01419812009309997
